RMSD,Trial 01,Trial 02,Trial 03,Trial 04,Trial 05,Trial 06,Trial 07,Trial 08,Trial 09,Trial 10
0.0,-0.04999999999994943,-0.049999999999932654,-0.0499999999999389,-0.04999999999994824,-0.04999999999993844,-0.04999999999993085,-0.049999999999930864,-0.0499999999999275,-0.049999999999943444,-0.049999999999937324
0.05,-1.8633398364017352e-07,-1.8633418772970803e-07,-1.863341151090979e-07,-1.8633399924085128e-07,-1.863341205655707e-07,-1.863342081556817e-07,-1.8633420798034915e-07,-1.8633424521281962e-07,-1.8633405996900557e-07,-1.8633413376949898e-07
0.1,-9.643886396275912e-24,-9.643907521973134e-24,-9.6439000048725e-24,-9.643888011131091e-24,-9.643900569682459e-24,-9.643909636305985e-24,-9.643909618157036e-24,-9.643913472164063e-24,-9.64389429721622e-24,-9.643901936446647e-24
0.15,-6.931864346336111e-51,-6.931887123964422e-51,-6.931879018789744e-51,-6.93186608743245e-51,-6.931879627754044e-51,-6.093531395800263e-50,-6.931889383602802e-51,-6.931893538901856e-51,-6.931872864934193e-51,-6.931881101366208e-51
0.2,-6.134015318011569e-85,-1.0214018969899054e-30,-6.919698986128401e-89,-7.3828812052728355e-81,-6.919699796653932e-89,-3.7462095522175966e-23,-8.61305701049329e-33,-6.919718312267096e-89,-7.017260957987075e-48,-6.919701758017892e-89
0.25,-6.161643865436998e-48,-3.469113377591784e-11,-8.063091507941494e-94,-6.505833488137299e-45,-5.388595114868569e-102,-3.6522558408825566e-07,-2.2491659438914524e-12,-4.274288984203723e-94,-1.1799536295797055e-21,-8.277221522244026e-71
0.3,-8.59676939661844e-22,-0.016363578331345056,-1.3260729315223945e-54,-7.961922819650552e-20,-7.825070067875094e-61,-0.13896973280218972,-0.00815701987824549,-8.221898402353109e-55,-2.7720112959156616e-06,-1.4133718445970174e-37
0.35,-1.6657580278732972e-06,-0.009002129763990206,-3.028805180543966e-26,-1.3532278758864882e-05,-1.5781158052371004e-30,-0.5902012671271637,-0.050384507742127715,-2.1964346323085682e-26,-0.09099136056186947,-3.682262033902778e-15
0.4,-0.045982874435550464,-0.05419234839061531,-9.610133703465602e-09,-0.031941981957413317,-4.420052790456413e-11,-1.0258942393820527,-0.2757434278086,-8.148964243184884e-09,-3.532104530549847e-07,-0.001924497304760584
0.45,-0.004828531129726599,-0.1772988444012123,-0.050816060267233315,-0.01030982271117212,-0.017198765102360892,-1.5334484282960483,-0.5410383302526529,-0.04198793284461354,-0.16749624472940605,-0.07770280557050735
0.5,-0.17716813340036328,-0.265923636089861,-0.0004024416283325955,-0.4101706887700728,-0.11958050499882289,-1.7940081282506157,-0.6836308409609968,-4.2313633784361994e-05,-0.39578488279098206,-0.18858413232373625
0.55,-0.25276461226549457,-0.5510110009007112,-0.08152426470437583,-0.3348763351655069,-0.0997140218918352,-1.828751606862193,-0.9467998823023718,-0.044075397570174785,-0.5708244137140395,-0.16861979170169422
0.6,-0.2811112729249605,-0.7658355132936923,-0.014727010686056507,-0.5557222266326377,-0.1783791769101769,-2.236130999836725,-0.9562030496557224,-0.046817596197255416,-0.8866208015485874,-0.15184182058865758
0.65,-0.45499330288532575,-1.0578437279259216,-0.08170821746178353,-0.808939640953131,-0.2251303122192328,-2.293579294456755,-1.0132002261173516,-0.1760224710163836,-0.9188881648667464,-0.3661678883592644
0.7,-0.7270970103854897,-1.1276008482495068,-0.16008965946457154,-0.7853874318799041,-0.42931882079847555,-2.372514122600879,-1.0718567617497532,-0.26077398669532775,-1.0858116609174864,-0.2714049035928793
0.75,-0.8210613577921344,-1.304289325146799,-0.264708132653011,-1.1583719600028113,-0.19384883668598488,-2.4715298410430924,-1.100617799401287,-0.35860163669073036,-1.0513492750939586,-0.1507257798895617
0.8,-1.1224548184528662,-1.1118965882355238,-0.22110997465012042,-0.9943762468026716,-0.26175641152938567,-2.6240082580979567,-1.09477152433963,-0.4137361534036656,-1.027448689108053,-0.3345236705830473
0.85,-1.024629047523988,-1.0777141025972767,-0.4867001633275775,-1.2707215403784131,-0.3249392820336798,-2.566182787742331,-1.1870763850539665,-0.3308610593226678,-1.0606215903089782,-0.3115489737994615
0.9,-1.2227255510841404,-1.5289517331620115,-0.5617756392065534,-1.7976540927180091,-0.4180121782090441,-2.6751799318447653,-1.3394146486715541,-0.6051518972663152,-0.983514627520488,-0.2974818966851078
0.95,-1.064472041194667,-1.388714925411989,-0.6459911024567894,-1.9175990966312906,-0.3794060388563662,-2.667700610807903,-1.5148822894569378,-0.6489856640419935,-0.977962189139678,-0.18451415714187094
1.0,-1.2356261003325921,-1.4446188419205241,-0.9623980260924964,-2.011497815957484,-0.4560400525914106,-2.7105856744789825,-1.466637738556355,-0.742730749658628,-0.9845142089481441,-0.24804397446762022
1.05,-1.1483232666202703,-1.9446025357789025,-1.0351154595021117,-2.243192112929283,-0.4648369642600144,-2.7936774866010725,-1.5681088022513003,-0.9791436322745696,-0.9279484843619955,-0.11985205313524197
1.1,-1.0887693403533534,-1.7483254335242802,-0.9549760675165461,-2.329870667434483,-0.7640669340495968,-2.791399184152292,-1.655237565288713,-0.9788522956680924,-1.1137619999000623,-0.16748892867986717
1.15,-1.2358026811991958,-1.7022348246920402,-0.819190292356379,-2.233880524772891,-0.859368946976347,-2.8359630936761295,-1.698272037706776,-0.9927847370610711,-0.9693005257906452,-0.16522746940308744
1.2,-1.1917472871108579,-1.8251328542269414,-1.0058516649781362,-2.3218549980047416,-0.8821868381067685,-2.840433428361045,-1.7719191066468807,-1.0472551401600358,-0.9836135564842438,-0.20004741332308712
1.25,-1.2357967344924696,-1.8456520357243071,-0.9665263713518382,-2.5216877445202788,-1.0183693802495408,-2.761323792244907,-1.9378087934779429,-0.9680815561757518,-0.9327445074216459,-0.1594464662874296
1.3,-1.0840342521115909,-1.770104181659699,-0.8576994128467273,-2.514968245393974,-1.214280335513844,-2.5397307316213538,-2.0524353778561175,-1.2085055281000736,-1.07607115604453,-0.3464125224782225
1.35,-1.330761200774508,-2.0299803095352207,-0.8829292460481196,-2.51749846227814,-1.397635753963511,-2.731078120202404,-2.0592394776093452,-1.2384790163879067,-1.0494517040683926,-0.27585588676360906
1.4,-1.3911937239180427,-1.835687523820428,-0.9136054037980474,-2.635570696253623,-1.5746664607610956,-2.4007872406653212,-2.0674493460403442,-1.2929834142580707,-0.9911898433193943,-0.3150877437428062
1.45,-1.3922780159366106,-1.9079661489234765,-1.0290705945075498,-2.504993780552478,-1.832617477251696,-2.383678720843176,-1.8333017642392753,-1.2363261439871283,-1.2450251706700834,-0.58385921741856
1.5,-1.2920804596027469,-1.9450184801553658,-1.1418094369164529,-2.5832440353736565,-1.691264236158023,-2.270656277070367,-1.9050092953920548,-1.326072627681218,-1.0917263557680414,-0.7541565906904197
1.55,-1.3915760993609876,-1.978819192388747,-1.420738004651775,-2.5765751004421045,-1.754934994122753,-2.446480562102221,-1.886991516395963,-1.1406002437555176,-0.9168324200872172,-0.8838827715760201
1.6,-1.386586446453111,-1.7647448592736916,-1.3535079950265465,-2.597632409738617,-1.8484158172657228,-2.375909551010068,-1.8389764350601567,-1.1325477776756112,-1.1308317646548036,-1.129467055420971
1.65,-1.4322453396847163,-1.9205548997475606,-1.2851688931883691,-2.643311262194168,-1.8095859236614846,-2.358888278565808,-1.7579883108842207,-1.2495622148710488,-0.9290052822837515,-1.2113220826936661
1.7,-1.58511492406475,-1.8180417101013613,-1.3937516613269145,-2.3717461152126806,-1.6976608598687735,-2.1649756501628783,-1.7567885256152547,-1.1872593798123974,-1.1046950436603866,-1.0667866739283411
1.75,-1.5186725555950247,-1.7739863912741927,-1.7837632912134256,-2.469714653461935,-1.6509020058540955,-2.0905022659067565,-1.4397356449623184,-1.2859939369376712,-1.2162653694562306,-1.4691319976500117
1.8,-1.5930925918119216,-1.7833724280547842,-1.6825740168790542,-2.481253899231795,-1.8713860671187663,-2.059737194133691,-1.5502374762743028,-1.1211566027424953,-1.1830228563752196,-1.341726713862787
1.85,-1.6088268631998,-1.8287997236543532,-2.0732298720117384,-2.4665713585059317,-1.5964140669330351,-1.8500867354503683,-1.3610853296624212,-1.0428604077206,-1.1798963859443523,-1.3511051669538798
1.9,-1.5016194503240428,-1.9243950835073038,-1.9561392921535194,-2.4640399646886073,-1.4720810999473197,-1.816348005437993,-1.0439878644226126,-1.1111800934902039,-1.2409461504431412,-1.5353851568257613
1.95,-1.5856152869828024,-1.6440782689786861,-2.0174511411443534,-2.3806077822336813,-1.4171679145608191,-1.7836955563222379,-0.9204261300627519,-1.3121099597351569,-1.3135132756342724,-1.5027224945099384
2.0,-1.3855694008518005,-1.9067051339281131,-2.257384584357779,-2.4801064793045993,-1.7333742444758056,-1.4740396315460356,-0.8580713810430156,-1.197182681781226,-1.5587557115657493,-1.3875419539002156
2.05,-1.4213974109446728,-1.8387699926795171,-2.1627280153931014,-2.2629832662943183,-1.5306142860758856,-1.3102559389501633,-0.5930515585388857,-1.3148335759833638,-1.689998706877344,-1.404572670092482
2.1,-1.4629732972701932,-1.8400476933594883,-2.3998563076008854,-2.1077626989288105,-1.8680264886249043,-1.1536217578596972,-0.5042714958557204,-1.118097586933422,-1.8156863144371587,-1.4225351986616876
2.15,-1.5169636648664417,-1.7067994116571097,-2.526518295924293,-2.1134093475030875,-2.02568144640604,-1.0610206784980518,-0.5967821395186693,-1.3572364967113086,-1.7143091882985326,-1.583961534269612
2.2,-1.3694850332770878,-1.775504163215804,-2.1208505050287974,-1.9453016633125264,-2.035373148233383,-1.0012921544132927,-0.7386356379383214,-1.423161231718958,-2.021300549229039,-1.5625221211990228
2.25,-1.4545168126158037,-1.717473940991045,-2.3012194399704784,-2.08793718766426,-2.102827905937094,-1.1769378221155564,-1.0001170004328528,-1.374678576723582,-2.0243514503148536,-1.4332719921997081
2.3,-1.2945589827331123,-1.5463393626775106,-2.292372860999027,-1.9139367186079013,-2.3585919870724417,-1.1112621675252192,-0.9713217990235831,-1.6149671483720487,-2.082436315214526,-1.482441171764082
2.35,-1.3853353266347899,-1.4875047633954803,-2.1831575732980397,-1.8681818221301458,-2.2607637261444604,-1.2542000113372445,-1.4581299052957457,-1.7508785818229164,-2.2861191637611955,-1.5727962472675345
2.4,-1.4973057946872277,-1.3900862497918238,-2.3542823181220136,-1.6918354075285102,-2.342232864939472,-1.3102891387602402,-1.4083167836809047,-1.9940502988622395,-2.5235050155090986,-1.6258785284514254
2.45,-1.3057932331327464,-1.5347857523082584,-2.196071469257441,-1.6500622740780904,-2.428916532934013,-1.5438420564619577,-1.7432167296781635,-2.1955119190053094,-2.5605912156628206,-1.555337993589455
2.5,-1.2499025898107572,-1.6004293259398858,-2.1188810287025386,-1.386785248361392,-2.348992912629172,-1.4612348219131264,-2.0654767331754345,-2.14850925025421,-2.5319504277921463,-1.7706363336491988
2.55,-1.2122884299437036,-1.2988576301284758,-2.0877659141722487,-1.521477783528766,-2.416093038720664,-1.7962962740287658,-2.0635876302185157,-2.2512912984817093,-2.6556278578361425,-1.705907751946374
2.6,-1.3912478520263065,-1.2958501484197251,-1.7887735118107286,-1.4847422541613473,-2.484164975580631,-1.7990533663727235,-2.125750607164692,-2.3642635464604873,-2.769345462784172,-1.7095497665958288
2.65,-1.4683656112428447,-1.291406725684468,-1.7800208177916883,-1.3699685791086018,-2.298862029393668,-1.747368609807075,-2.536145948969443,-2.4687917353909374,-2.9088477908678216,-1.7034131891810425
2.7,-1.4987739318223896,-0.9917678865472837,-1.8272029013093656,-1.2694816304541838,-2.32900341562844,-1.7884104306780022,-2.613014354864725,-2.428718955888068,-2.941883946864316,-1.5856797147728723
2.75,-1.5906575927991535,-0.6945534457190605,-1.8363837696164993,-1.3864000062936594,-2.420275129095327,-1.7220166876413336,-2.6349014087416314,-2.5986926032947086,-2.9401450011899364,-1.3285274793820099
2.8,-1.5085167484300883,-0.7011953473204801,-1.7407627526662313,-1.3491012282580461,-2.4564885495498467,-2.0109501887938044,-2.6252807359187207,-2.5210432426253035,-3.1117741417685667,-1.3220359989387696
2.85,-1.7193221890644699,-0.6130768358783286,-1.8945917080156618,-1.1304334899331288,-2.2248000744024394,-1.8750241911870855,-2.5494570374589594,-2.5670209048435604,-3.2798997104387757,-1.3391158862127712
2.9,-1.6665903567063642,-0.4881651075123402,-2.0242000911422746,-1.1564029406745922,-2.3182569224774956,-1.9141567953695293,-2.8560935197024957,-2.5077572506579187,-3.1563484762993204,-1.2751395660829807
2.95,-1.8306529440306654,-0.5219022999068134,-2.1059878422678278,-1.1731264358318658,-2.4473913593943437,-2.040393422904609,-2.8679755761034134,-2.658181434552334,-2.8751269487337527,-1.3816847084756694
3.0,-1.9146700055022825,-0.21666020386587814,-2.2321390564862655,-1.0304576417883913,-2.340758096445504,-1.9698804343670213,-2.7780328125526395,-2.710758220946543,-3.0322681123006614,-1.4387384640182552
3.05,-1.8904030343372469,-0.26374028422607454,-2.2017072066767542,-1.1314254963370198,-2.2684459421424767,-1.9421977919219624,-2.9713446296792623,-2.6129015143484136,-3.0526468353262177,-1.6249344965666719
3.1,-2.1263875142512334,-0.17145530957942798,-2.3649803391159847,-1.0843675492931077,-1.9820932019775361,-2.0801852890638917,-2.957476844529635,-2.6978059952559814,-3.158781951797536,-1.6934535058411786
3.15,-2.1733842687778595,-0.16177847109906945,-2.5007153669776225,-0.9462408892309538,-2.213227615604572,-1.8615987593109962,-3.020626633338598,-2.8467450898778264,-3.1703197540620955,-1.8386844242157439
3.2,-2.5176555308001416,-0.3150153520508723,-2.6887084616894077,-0.9549845063720536,-2.00141104469119,-1.9106255939218417,-3.0474604191802017,-2.683379760141984,-2.9297268527753135,-1.7452957685271808
3.25,-2.460647287811147,-0.22201795463036292,-2.5815943791095632,-0.7410731003637722,-1.7617533523631876,-1.8260142263525845,-3.046144173946396,-2.5945265700871696,-2.9821994508325815,-1.967852224423424
3.3,-2.5834180784192915,-0.34252005986895945,-2.7383811941349885,-0.9325962678483243,-1.8304266299932785,-1.9290624752182528,-2.8069619537843167,-2.6645293091568307,-2.9692538122593874,-2.2108629155539408
3.35,-2.5803174058342817,-0.3850947171529209,-2.771826181082985,-0.7958528745437037,-1.8723824450304618,-1.984647411639393,-2.767963113577796,-2.811093863295504,-2.7819625172716558,-2.1120082062685266
